customer_id,age,income_band,credit_score,customer_since,home_country,risk_segment
CUST-71104,26,Medium,744,2020-02-18,India,Low
CUST-76488,52,Low,401,2024-05-26,USA,High
CUST-47479,56,Low,489,2024-04-01,India,High
CUST-48572,63,Medium,572,2018-05-17,India,Medium
CUST-92886,43,Medium,624,2023-12-28,India,Medium
CUST-79832,38,Low,442,2021-01-22,India,High
CUST-11340,24,Medium,722,2016-01-29,USA,Low
CUST-59547,58,Low,521,2019-06-12,India,High
CUST-78657,59,Low,470,2019-01-23,USA,High
CUST-61441,54,Medium,616,2022-07-30,India,Medium
CUST-74790,51,High,796,2017-12-13,UK,Low
CUST-15589,23,Medium,607,2017-08-21,Singapore,Medium
CUST-72554,50,Low,497,2017-05-16,USA,High
CUST-83797,51,High,785,2019-07-18,India,Low
CUST-38843,18,Medium,618,2018-12-09,USA,Medium
CUST-53365,30,Low,309,2024-02-28,UAE,High
CUST-70874,51,High,895,2021-04-20,UAE,Low
CUST-38220,38,High,851,2022-04-28,India,Low
CUST-10626,41,Low,563,2018-03-05,UK,Medium
CUST-53286,58,Medium,736,2017-09-02,USA,Low
CUST-27646,45,High,859,2018-04-20,USA,Low
CUST-55367,68,Medium,648,2020-02-13,UK,Medium
CUST-24936,40,Medium,572,2023-03-14,India,Medium
CUST-13902,34,Low,494,2018-12-21,India,High
CUST-42984,66,Medium,708,2024-04-26,India,Low
CUST-63747,54,Low,493,2022-05-03,India,High
CUST-34651,26,Medium,732,2022-10-14,USA,Low
CUST-77617,56,Low,597,2024-10-06,India,Medium
CUST-95480,26,Medium,614,2018-05-06,India,Medium
CUST-75311,47,Low,492,2023-06-24,India,High
CUST-53336,30,Low,455,2020-01-08,India,High
CUST-87168,19,Medium,674,2020-08-03,USA,Medium
CUST-82450,39,Medium,644,2022-04-15,India,Medium
CUST-52264,66,Medium,556,2022-09-12,India,Medium
CUST-30283,51,Medium,622,2018-05-31,India,Medium
CUST-23718,29,High,726,2024-06-28,India,Low
CUST-33762,63,High,736,2022-02-08,India,Low
CUST-25660,62,High,759,2019-10-10,India,Low
CUST-78531,53,Medium,601,2018-01-20,India,Medium
CUST-11661,30,Medium,603,2017-04-11,India,Medium
CUST-36968,55,High,722,2017-01-19,India,Low
CUST-37527,50,High,857,2016-04-02,UAE,Low
CUST-80621,53,Medium,606,2017-06-25,India,Medium
CUST-53231,39,Low,542,2024-06-11,UAE,High
CUST-54679,51,Low,452,2023-10-30,USA,High
CUST-87492,57,Low,379,2024-11-01,USA,High
CUST-22293,56,Medium,566,2024-08-10,India,Medium
CUST-16592,50,Low,445,2021-05-22,UK,High
CUST-83032,54,Medium,623,2021-02-23,USA,Medium
CUST-51330,40,Low,578,2017-10-24,India,Medium
CUST-96825,48,Medium,551,2016-01-27,UAE,Medium
CUST-71794,26,High,875,2022-04-24,UAE,Low
CUST-68246,36,Medium,584,2020-09-20,USA,Medium
CUST-95329,64,High,840,2021-09-22,India,Low
CUST-13274,42,High,815,2017-04-14,India,Low
CUST-98206,42,Medium,690,2022-10-23,USA,Medium
CUST-99049,26,Low,412,2017-09-11,UAE,High
CUST-81536,63,Low,586,2016-02-11,USA,Medium
CUST-34158,49,High,812,2016-12-13,USA,Low
CUST-84833,58,Low,407,2019-09-14,Singapore,High
CUST-56489,69,High,818,2017-05-26,India,Low
CUST-44610,55,High,768,2024-05-23,India,Low
CUST-57856,67,High,882,2024-08-19,UAE,Low
CUST-69971,67,Medium,643,2021-09-04,India,Medium
CUST-17370,53,Medium,577,2018-10-08,India,Medium
CUST-96250,43,High,710,2023-09-01,Singapore,Low
CUST-78804,66,Low,404,2018-04-18,India,High
CUST-24326,19,Low,489,2016-08-09,Singapore,High
CUST-63626,43,High,775,2020-07-26,India,Low
CUST-37822,59,Low,391,2016-04-08,UAE,High
CUST-12851,22,Medium,660,2022-02-04,India,Medium
CUST-19593,62,Low,301,2024-02-06,UK,High
CUST-76415,43,Low,391,2021-03-09,UAE,High
CUST-32210,21,Low,346,2021-01-07,USA,High
CUST-82889,44,Low,599,2020-12-26,India,Medium
CUST-89988,56,Medium,586,2024-12-14,India,Medium
CUST-31062,34,Low,569,2024-12-13,UK,Medium
CUST-23686,66,Low,545,2016-06-22,USA,High
CUST-86589,38,Medium,587,2024-09-12,India,Medium
CUST-48123,23,Low,413,2016-02-08,UK,High
CUST-68068,67,Medium,573,2019-01-17,India,Medium
CUST-56268,62,High,883,2020-02-24,Singapore,Low
CUST-80629,23,Low,344,2019-02-15,India,High
CUST-43736,35,Low,592,2016-04-05,UK,Medium
CUST-41627,32,Medium,707,2021-07-05,USA,Low
CUST-51506,25,Low,304,2017-04-19,India,High
CUST-86414,55,Medium,604,2024-04-18,India,Medium
CUST-20433,27,Low,414,2023-02-14,India,High
CUST-34518,43,Low,551,2018-11-13,India,Medium
CUST-19058,22,Medium,703,2018-07-11,India,Low
CUST-51952,27,Medium,649,2024-06-07,India,Medium
CUST-26129,55,Medium,614,2020-02-22,India,Medium
CUST-98019,67,Medium,727,2016-01-07,India,Low
CUST-58139,32,Low,304,2020-12-23,Singapore,High
CUST-68556,69,Low,332,2020-04-29,Singapore,High
CUST-28768,48,High,704,2024-06-26,India,Low
CUST-33488,40,Low,553,2016-06-05,USA,Medium
CUST-23904,35,Low,328,2020-03-06,India,High
CUST-37788,40,High,883,2022-07-04,USA,Low
CUST-36234,62,Low,458,2022-01-27,India,High
CUST-17189,59,Medium,734,2020-06-08,India,Low
CUST-62804,36,Medium,708,2021-04-18,India,Low
CUST-94447,43,Medium,619,2024-08-15,India,Medium
CUST-28461,31,Medium,702,2024-07-15,India,Low
CUST-45433,63,Medium,561,2016-10-02,India,Medium
CUST-41774,50,Medium,720,2018-06-23,India,Low
CUST-64412,34,Low,334,2020-03-09,Singapore,High
CUST-92656,26,Medium,736,2022-05-18,India,Low
CUST-18351,63,Low,565,2016-02-14,India,Medium
CUST-18791,57,Medium,727,2022-03-15,Singapore,Low
CUST-47312,57,High,815,2018-12-14,India,Low
CUST-10475,18,High,782,2021-04-17,UAE,Low
CUST-40702,18,Low,463,2023-08-27,UAE,High
CUST-56457,31,High,708,2024-08-22,UAE,Low
CUST-36873,65,Medium,590,2024-05-15,USA,Medium
CUST-81518,64,Medium,658,2022-05-23,USA,Medium
CUST-41187,27,High,854,2023-11-10,India,Low
CUST-12961,28,Low,392,2022-10-25,UAE,High
CUST-75551,43,High,738,2016-03-02,Singapore,Low
CUST-86225,34,Medium,704,2019-01-29,India,Low
CUST-72768,29,Medium,745,2023-11-21,USA,Low
CUST-67887,28,Low,590,2019-12-27,UAE,Medium
CUST-89438,23,Medium,677,2017-07-26,India,Medium
CUST-53210,37,Low,342,2017-11-04,India,High
CUST-48544,65,Low,515,2022-10-01,India,High
CUST-49293,31,Low,407,2020-10-12,Singapore,High
CUST-21008,50,Low,339,2021-03-11,USA,High
CUST-92773,22,Low,486,2020-12-14,India,High
CUST-63216,49,Low,526,2024-03-10,Singapore,High
CUST-63198,28,High,735,2018-07-26,India,Low
CUST-29844,31,Low,362,2020-12-10,Singapore,High
CUST-54133,31,Medium,694,2020-07-02,India,Medium
CUST-31713,48,Medium,740,2019-02-22,USA,Low
CUST-64922,28,Low,401,2016-10-19,India,High
CUST-38901,27,Medium,603,2019-03-25,India,Medium
CUST-81864,64,Low,590,2022-01-07,India,Medium
CUST-60792,34,Medium,747,2016-04-27,India,Low
CUST-39645,28,Low,583,2018-09-05,USA,Medium
CUST-25854,53,Medium,735,2017-08-19,USA,Low
CUST-50412,69,Low,475,2019-05-11,UK,High
CUST-99402,36,Low,598,2018-01-10,USA,Medium
CUST-17977,58,Medium,723,2018-01-06,UAE,Low
CUST-58748,62,Medium,698,2023-11-29,USA,Medium
CUST-61481,19,High,749,2020-06-07,USA,Low
CUST-60800,42,High,824,2018-09-24,USA,Low
CUST-10757,40,Medium,570,2019-08-30,India,Medium
CUST-59236,68,High,757,2023-08-09,UAE,Low
CUST-14884,45,High,744,2016-03-09,Singapore,Low
CUST-82921,49,Low,409,2020-11-27,India,High
CUST-68225,30,High,858,2016-03-02,UK,Low
CUST-50120,55,Medium,581,2016-08-18,USA,Medium
CUST-58604,19,High,814,2019-09-06,India,Low
CUST-37072,32,Low,596,2016-05-04,UAE,Medium
CUST-85514,25,Low,546,2018-12-14,India,High
CUST-41945,51,Low,467,2023-05-17,India,High
CUST-10837,63,Medium,563,2020-06-28,UK,Medium
CUST-25857,35,High,755,2023-12-25,India,Low
CUST-81416,43,Medium,571,2016-06-19,UAE,Medium
CUST-74105,66,Low,351,2019-08-24,India,High
CUST-91384,28,Medium,672,2021-04-01,India,Medium
CUST-90343,34,Low,523,2016-08-30,UAE,High
CUST-66010,20,High,744,2022-09-11,UAE,Low
CUST-57100,21,High,727,2018-08-05,India,Low
CUST-64074,49,Low,552,2017-12-05,India,Medium
CUST-72461,34,Medium,642,2023-02-09,UAE,Medium
CUST-73490,67,Low,561,2017-05-05,USA,Medium
CUST-15126,68,Medium,687,2018-12-30,USA,Medium
CUST-99789,61,Medium,562,2017-09-17,India,Medium
CUST-84623,33,Low,389,2017-05-14,India,High
CUST-30275,63,High,739,2020-05-19,India,Low
CUST-62539,36,Low,473,2017-02-14,India,High
CUST-74219,46,Low,407,2018-07-01,India,High
CUST-98203,55,Low,350,2018-03-03,India,High
CUST-61057,37,Medium,551,2016-10-30,USA,Medium
CUST-55461,64,Medium,681,2022-11-16,Singapore,Medium
CUST-82304,42,Low,564,2024-09-03,India,Medium
CUST-14766,66,Low,317,2024-06-23,Singapore,High
CUST-28524,62,Low,515,2018-03-10,India,High
CUST-72371,28,Medium,555,2018-05-22,USA,Medium
CUST-46565,60,Medium,558,2019-06-22,India,Medium
CUST-88129,20,Low,429,2020-11-11,India,High
CUST-93637,34,Low,364,2016-10-19,India,High
CUST-97526,23,Low,341,2024-06-08,India,High
CUST-78854,57,Medium,681,2017-09-06,UAE,Medium
CUST-20968,60,Medium,732,2024-11-16,India,Low
CUST-84140,47,Low,557,2017-01-29,UAE,Medium
CUST-93700,20,Medium,650,2018-02-02,USA,Medium
CUST-65525,26,Low,353,2023-05-07,Singapore,High
CUST-13653,50,Medium,749,2021-09-26,India,Low
CUST-16869,51,Medium,734,2017-04-29,Singapore,Low
CUST-37780,58,Low,349,2019-09-12,USA,High
CUST-37831,53,Medium,561,2018-06-27,USA,Medium
CUST-15933,28,Medium,604,2020-01-11,India,Medium
CUST-36954,68,Low,564,2016-08-08,Singapore,Medium
CUST-13263,54,High,835,2019-06-29,India,Low
CUST-87625,47,Low,598,2024-01-24,India,Medium
CUST-11913,42,High,761,2020-05-24,USA,Low
CUST-80542,68,Medium,654,2023-10-17,India,Medium
CUST-47785,59,Low,484,2019-01-10,USA,High
CUST-69869,23,Medium,576,2020-09-06,India,Medium
CUST-73897,58,Medium,711,2024-03-06,India,Low
CUST-83750,53,Medium,610,2019-09-21,UAE,Medium
CUST-57426,49,Low,324,2024-10-31,India,High
CUST-46605,67,Medium,682,2023-01-06,India,Medium
CUST-18331,51,High,868,2024-12-06,India,Low
CUST-88792,66,Medium,656,2024-05-15,India,Medium
CUST-40089,29,High,708,2020-01-04,UAE,Low
CUST-36851,34,Medium,704,2024-11-26,UAE,Low
CUST-98604,61,Low,382,2024-10-07,India,High
CUST-19553,51,Medium,653,2019-08-22,UAE,Medium
CUST-94363,68,Medium,686,2018-07-04,India,Medium
CUST-54623,65,Low,556,2022-09-06,India,Medium
CUST-47431,26,Low,554,2020-06-10,India,Medium
CUST-35055,39,Medium,652,2023-07-14,UK,Medium
CUST-88977,59,High,885,2024-05-24,Singapore,Low
CUST-67193,51,Low,565,2023-12-19,India,Medium
CUST-91634,19,Medium,552,2024-05-24,USA,Medium
CUST-57692,45,Low,417,2023-04-21,India,High
CUST-42120,56,Medium,648,2024-06-27,India,Medium
CUST-38239,64,High,768,2020-05-13,UAE,Low
CUST-58137,68,Low,521,2020-03-01,India,High
CUST-54436,44,Low,590,2024-10-19,UK,Medium
CUST-91105,53,Low,433,2016-10-06,India,High
CUST-59238,37,Low,536,2018-10-05,India,High
CUST-97045,29,Low,373,2020-10-16,UK,High
CUST-48740,29,Medium,679,2018-06-09,USA,Medium
CUST-24436,57,Low,361,2024-08-20,India,High
CUST-30789,62,Low,415,2019-03-08,India,High
CUST-50155,57,Medium,651,2016-12-28,India,Medium
CUST-74206,42,Medium,553,2019-11-14,USA,Medium
CUST-92703,34,Medium,555,2024-03-02,India,Medium
CUST-36542,65,Medium,657,2021-03-22,USA,Medium
CUST-24124,43,Low,303,2021-10-12,India,High
CUST-99640,23,Medium,705,2022-07-20,USA,Low
CUST-72351,63,High,832,2022-12-07,India,Low
CUST-63141,29,Medium,608,2016-06-29,USA,Medium
CUST-71011,19,High,875,2024-07-17,India,Low
CUST-14494,25,Medium,745,2021-11-16,India,Low
CUST-44664,36,Medium,607,2023-02-01,India,Medium
CUST-86946,27,Medium,689,2016-06-28,UK,Medium
CUST-41946,46,Medium,742,2022-08-10,India,Low
CUST-77819,56,Low,449,2024-04-23,India,High
CUST-37403,61,High,804,2016-12-02,India,Low
CUST-23568,69,Medium,582,2016-05-14,UK,Medium
CUST-21941,28,Low,349,2017-09-28,USA,High
CUST-71618,63,Medium,682,2016-01-05,UAE,Medium
CUST-11428,65,Medium,572,2019-09-08,Singapore,Medium
CUST-37706,48,High,883,2016-05-01,UAE,Low
CUST-62217,63,Low,495,2019-02-09,India,High
CUST-68732,31,Low,506,2017-08-22,India,High
CUST-83990,30,Low,347,2016-08-06,India,High
CUST-52711,54,Medium,666,2024-06-13,Singapore,Medium
CUST-55371,53,Low,546,2021-06-09,India,High
CUST-51680,52,Medium,697,2021-08-06,India,Medium
CUST-51878,47,Low,535,2016-11-03,USA,High
CUST-43051,53,Medium,647,2024-01-17,India,Medium
CUST-78978,53,Medium,577,2022-09-11,Singapore,Medium
CUST-68859,60,Low,440,2020-03-17,UAE,High
CUST-63345,56,Medium,576,2018-03-18,India,Medium
CUST-90289,59,High,781,2022-10-12,India,Low
CUST-99080,18,Low,589,2020-04-02,India,Medium
CUST-75212,25,Medium,643,2023-03-23,India,Medium
CUST-95232,53,Low,416,2019-09-03,India,High
CUST-70913,53,Medium,573,2019-02-09,India,Medium
CUST-65643,49,Low,420,2016-10-17,India,High
CUST-89856,68,Low,426,2019-02-24,India,High
CUST-96785,18,Low,376,2024-01-30,India,High
CUST-74144,22,Low,456,2022-08-22,USA,High
CUST-85315,68,Low,536,2018-10-03,USA,High
CUST-28378,19,Low,328,2017-11-30,India,High
CUST-42365,36,Medium,684,2021-01-24,UK,Medium
CUST-58695,61,High,793,2019-10-11,UK,Low
CUST-51594,18,Medium,614,2022-11-21,India,Medium
CUST-27658,65,Low,512,2021-10-31,India,High
CUST-31122,21,Medium,639,2016-06-30,India,Medium
CUST-38395,36,Medium,711,2019-11-15,USA,Low
CUST-34092,65,Medium,643,2022-03-20,India,Medium
CUST-63940,56,Medium,557,2019-07-01,India,Medium
CUST-91706,44,Medium,708,2016-07-10,India,Low
CUST-36890,59,Medium,732,2017-04-21,UAE,Low
CUST-41445,47,Low,310,2017-01-18,India,High
CUST-26841,19,Medium,659,2019-06-21,India,Medium
CUST-63449,60,Medium,651,2017-06-05,India,Medium
CUST-23371,34,Medium,732,2024-08-08,India,Low
CUST-96828,24,Low,371,2019-08-21,USA,High
CUST-50963,42,Medium,624,2020-03-13,USA,Medium
CUST-43244,67,Medium,616,2016-09-16,India,Medium
CUST-70784,57,Low,369,2019-12-23,India,High
CUST-15715,19,Medium,666,2019-06-19,India,Medium
CUST-95688,38,High,797,2018-06-20,India,Low
CUST-79018,60,Low,586,2020-11-14,India,Medium
CUST-30926,45,Low,465,2016-09-26,USA,High
CUST-44090,20,Medium,721,2021-11-21,India,Low
CUST-37691,19,Medium,566,2016-08-11,India,Medium
CUST-64388,53,Low,407,2024-01-07,USA,High
CUST-80961,35,Low,406,2023-07-13,India,High
CUST-21604,64,Medium,733,2019-06-18,USA,Low
CUST-38361,45,Low,311,2021-05-10,UAE,High
CUST-37208,57,Medium,739,2021-08-01,UAE,Low
CUST-17368,19,Low,513,2021-02-06,India,High
CUST-91988,48,Low,500,2024-12-10,India,High
CUST-79101,51,Medium,727,2019-10-11,UK,Low
CUST-56412,24,Medium,571,2024-05-23,UK,Medium
CUST-65730,25,Medium,683,2016-11-05,India,Medium
CUST-95486,51,Medium,672,2019-01-11,USA,Medium
CUST-70341,60,Medium,735,2023-09-26,India,Low
CUST-28229,20,Medium,584,2017-04-22,USA,Medium
CUST-26727,29,Medium,581,2018-03-05,UK,Medium
CUST-48281,38,Low,401,2016-04-11,India,High
CUST-15484,20,Low,546,2020-03-11,India,High
CUST-66752,58,Medium,658,2024-01-20,USA,Medium
CUST-70095,24,Low,426,2016-09-09,UAE,High
CUST-55873,56,Low,345,2016-10-29,India,High
CUST-83078,20,Medium,571,2019-09-03,India,Medium
CUST-10373,58,Low,522,2020-09-14,India,High
CUST-50390,25,High,856,2018-04-06,India,Low
CUST-87275,50,Medium,735,2018-10-23,India,Low
CUST-53177,39,Low,414,2019-07-01,India,High
CUST-28925,36,Low,423,2018-03-21,USA,High
CUST-31242,54,Medium,617,2022-12-17,India,Medium
CUST-68910,42,Medium,663,2020-02-19,USA,Medium
CUST-14233,38,Low,386,2023-08-11,India,High
CUST-65259,23,Low,307,2022-03-22,India,High
CUST-53016,25,Low,565,2021-02-17,USA,Medium
CUST-59324,56,Medium,681,2024-06-28,India,Medium
CUST-78715,33,Low,576,2019-09-24,India,Medium
CUST-37329,47,High,840,2022-07-31,India,Low
CUST-22822,51,Low,542,2020-03-30,Singapore,High
CUST-70336,66,Medium,650,2017-06-21,India,Medium
CUST-60464,21,Low,392,2023-06-08,India,High
CUST-62327,62,Medium,594,2023-07-16,India,Medium
CUST-67567,59,Low,487,2019-09-30,India,High
CUST-25238,69,Medium,676,2020-01-21,USA,Medium
CUST-28709,67,Low,378,2021-03-12,India,High
CUST-71486,21,Medium,577,2018-09-24,India,Medium
CUST-10578,37,Low,371,2016-08-12,Singapore,High
CUST-38902,66,Medium,592,2017-03-01,India,Medium
CUST-34456,63,Medium,733,2016-03-27,India,Low
CUST-66553,42,Medium,693,2017-03-05,UK,Medium
CUST-25702,33,Low,514,2019-08-26,UK,High
CUST-34018,63,Low,323,2022-12-21,India,High
CUST-20489,31,Low,527,2016-09-02,UK,High
CUST-39567,38,High,768,2020-09-27,India,Low
CUST-34178,38,Medium,744,2023-07-14,India,Low
CUST-50502,47,Low,334,2017-04-01,India,High
CUST-59693,40,Medium,694,2021-04-15,USA,Medium
CUST-48322,26,Medium,691,2020-06-19,UAE,Medium
CUST-67736,40,Medium,573,2024-02-19,India,Medium
CUST-41766,22,Medium,596,2019-01-05,UAE,Medium
CUST-12006,51,Medium,641,2023-10-21,UAE,Medium
CUST-28151,27,Low,537,2016-10-28,India,High
CUST-69961,44,Medium,652,2019-08-14,India,Medium
CUST-90285,55,High,875,2019-01-31,India,Low
CUST-31499,30,Medium,694,2024-09-18,India,Medium
CUST-34603,37,Medium,594,2022-04-08,India,Medium
CUST-35157,68,Medium,597,2019-03-14,India,Medium
CUST-24590,31,High,854,2021-04-11,UAE,Low
CUST-15892,38,Low,446,2016-02-21,India,High
CUST-38755,39,Medium,679,2021-08-19,India,Medium
CUST-67948,51,Low,507,2018-01-28,UK,High
CUST-54605,42,Low,326,2018-11-30,India,High
CUST-59899,61,Medium,687,2018-01-18,Singapore,Medium
CUST-43597,48,Low,357,2017-05-23,India,High
CUST-57086,63,Low,481,2018-11-01,UK,High
CUST-38036,44,Medium,679,2023-12-09,India,Medium
CUST-16922,36,High,895,2018-06-29,USA,Low
CUST-11327,34,Low,421,2022-04-17,India,High
CUST-36112,53,High,729,2022-10-01,India,Low
CUST-13135,37,High,818,2016-12-24,UAE,Low
CUST-15405,25,Low,416,2023-01-10,UAE,High
CUST-77732,24,Medium,610,2023-01-30,UK,Medium
CUST-67447,67,Medium,691,2023-12-12,UK,Medium
CUST-44250,24,Low,545,2024-05-24,UK,High
CUST-23907,59,Low,487,2019-07-29,India,High
CUST-16634,60,Medium,703,2021-11-08,India,Low
CUST-85844,51,Low,300,2024-05-03,India,High
CUST-10820,48,Medium,743,2020-08-27,India,Low
CUST-65209,41,High,872,2021-07-08,Singapore,Low
CUST-54041,51,Low,409,2020-03-17,India,High
CUST-69895,32,Low,432,2017-04-21,India,High
CUST-67254,61,Medium,584,2021-11-01,India,Medium
CUST-12419,35,Medium,580,2021-04-09,India,Medium
CUST-46660,23,Medium,568,2018-05-14,India,Medium
CUST-64737,47,Medium,710,2022-03-07,India,Low
CUST-76558,64,Low,395,2022-11-28,India,High
CUST-15378,39,Low,478,2017-08-09,UK,High
CUST-85441,21,Medium,748,2019-02-15,India,Low
CUST-54171,68,Low,547,2022-02-20,UAE,High
CUST-11871,34,Medium,732,2020-01-08,UK,Low
CUST-93526,68,Medium,608,2023-04-29,India,Medium
CUST-97744,54,High,891,2017-01-21,USA,Low
CUST-29977,67,Medium,730,2016-08-20,India,Low
CUST-11963,43,Low,411,2023-12-01,India,High
CUST-73318,48,Low,504,2023-03-02,India,High
CUST-28532,60,Low,345,2019-11-03,UK,High
CUST-23421,61,Low,308,2019-04-12,India,High
CUST-46109,29,Low,404,2023-07-03,India,High
CUST-65529,62,High,889,2019-11-13,India,Low
CUST-27861,23,Medium,678,2017-10-04,UK,Medium
CUST-78526,30,Low,399,2021-03-25,UK,High
CUST-61884,46,Low,309,2016-06-08,UAE,High
CUST-60969,36,High,756,2016-06-23,India,Low
CUST-97657,29,Low,429,2021-02-22,India,High
CUST-85115,34,Low,347,2016-02-07,India,High
CUST-53745,27,High,798,2024-11-08,India,Low
CUST-37952,35,Low,527,2024-08-12,India,High
CUST-25308,65,Low,589,2021-01-10,Singapore,Medium
CUST-97653,48,High,735,2020-08-02,India,Low
CUST-15998,43,Low,507,2022-04-02,UK,High
CUST-55778,47,Medium,561,2020-11-06,India,Medium
CUST-45193,58,High,805,2019-02-28,India,Low
CUST-89511,46,Low,548,2016-02-29,India,High
CUST-70370,26,Medium,571,2019-09-16,India,Medium
CUST-58919,23,Low,542,2017-08-10,UAE,High
CUST-86367,59,High,799,2016-05-16,UK,Low
CUST-27657,19,Medium,689,2024-01-24,India,Medium
CUST-81475,26,High,716,2022-12-09,India,Low
CUST-32890,55,Medium,659,2024-06-29,India,Medium
CUST-42192,47,Low,333,2018-09-19,India,High
CUST-85203,59,High,786,2020-09-24,USA,Low
CUST-80311,60,Low,309,2018-09-26,USA,High
CUST-79602,40,Low,484,2023-09-27,India,High
CUST-95644,65,Medium,623,2019-11-23,India,Medium
CUST-64433,53,Medium,592,2022-06-16,India,Medium
CUST-80972,32,Medium,701,2019-08-24,India,Low
CUST-24591,46,Medium,607,2019-11-17,India,Medium
CUST-24489,39,Medium,619,2018-09-06,India,Medium
CUST-24573,59,Medium,671,2021-04-04,India,Medium
CUST-64073,61,Medium,560,2019-12-20,India,Medium
CUST-41907,37,Low,544,2019-04-14,India,High
CUST-47325,68,Low,541,2017-09-19,USA,High
CUST-64829,49,Medium,575,2024-09-01,UAE,Medium
CUST-82326,45,Medium,639,2022-10-11,India,Medium
CUST-61308,40,High,794,2017-12-04,India,Low
CUST-51570,20,High,801,2017-12-06,USA,Low
CUST-33207,61,Medium,748,2017-12-12,India,Low
CUST-61286,54,Low,477,2020-03-12,India,High
CUST-71817,56,Medium,726,2018-01-17,India,Low
CUST-14407,25,Medium,728,2017-08-20,India,Low
CUST-15148,29,High,890,2021-03-12,India,Low
CUST-13452,25,Low,346,2021-11-01,USA,High
CUST-88324,28,High,841,2022-01-25,India,Low
CUST-95753,29,Low,535,2020-08-05,India,High
CUST-46513,24,Low,484,2021-03-29,UK,High
CUST-91135,18,Low,330,2021-03-30,India,High
CUST-74809,35,Medium,686,2016-11-15,India,Medium
CUST-43028,25,Low,318,2018-03-11,India,High
CUST-86533,36,Medium,723,2023-12-06,India,Low
CUST-98505,20,Low,300,2017-03-28,USA,High
CUST-99755,50,High,729,2021-12-22,India,Low
CUST-76461,30,Low,423,2021-01-12,India,High
CUST-52069,27,Medium,656,2016-08-09,UAE,Medium
CUST-94157,52,High,755,2016-11-04,India,Low
CUST-47928,61,Low,386,2022-04-08,USA,High
CUST-59631,48,Medium,553,2022-12-28,India,Medium
CUST-68569,49,Medium,553,2017-06-01,India,Medium
CUST-77371,62,Medium,579,2021-09-29,India,Medium
CUST-13626,27,Medium,620,2017-06-04,UK,Medium
CUST-90621,33,Low,506,2018-10-03,India,High
CUST-61955,52,Medium,651,2019-07-06,UK,Medium
CUST-75168,19,Low,431,2018-01-11,India,High
CUST-88958,57,Medium,604,2020-06-08,India,Medium
CUST-66991,48,Medium,624,2021-02-11,India,Medium
CUST-66243,21,Medium,594,2019-10-31,India,Medium
CUST-93944,25,Low,564,2023-03-22,India,Medium
CUST-18872,69,Medium,707,2024-04-30,India,Low
CUST-72076,58,Low,577,2018-05-24,India,Medium
CUST-72529,38,Medium,561,2023-04-09,India,Medium
CUST-78089,56,Medium,617,2019-09-20,India,Medium
CUST-14024,64,Low,352,2017-02-01,UAE,High
CUST-49254,57,Medium,714,2023-07-13,India,Low
CUST-75205,47,Medium,700,2020-01-13,USA,Low
CUST-83838,27,Low,507,2019-01-18,India,High
CUST-95162,29,Low,317,2023-06-06,India,High
CUST-55574,43,Medium,620,2021-01-05,India,Medium
CUST-86227,38,Low,459,2021-04-15,USA,High
CUST-11738,40,Medium,581,2023-06-14,India,Medium
CUST-93345,41,Low,480,2017-05-31,USA,High
CUST-89885,51,High,896,2020-07-30,USA,Low
CUST-61235,49,Low,323,2022-01-09,India,High
CUST-30745,20,Medium,559,2023-02-02,India,Medium
CUST-18356,48,Medium,599,2018-09-03,India,Medium
CUST-29402,69,High,758,2024-08-08,India,Low
CUST-86354,37,High,709,2023-10-25,India,Low
CUST-81544,46,Medium,667,2023-04-22,India,Medium
CUST-50670,61,Low,525,2019-09-17,India,High
CUST-51873,33,Medium,626,2023-05-27,UK,Medium
CUST-79036,18,High,854,2018-08-01,India,Low
CUST-13754,68,Low,365,2023-02-26,India,High
CUST-24313,45,High,701,2022-11-30,USA,Low
CUST-49885,37,High,819,2019-04-12,India,Low
CUST-49270,24,Medium,627,2017-03-06,India,Medium
CUST-35520,67,Low,404,2022-03-18,UK,High
CUST-34858,44,Low,556,2024-08-14,UK,Medium
CUST-63963,68,Low,525,2022-10-29,India,High
CUST-74673,45,Low,511,2020-06-08,India,High
CUST-61104,59,Medium,558,2021-03-16,UK,Medium
CUST-51326,42,Low,478,2021-06-03,Singapore,High
CUST-74165,42,Medium,569,2022-01-06,Singapore,Medium
CUST-69526,53,High,728,2016-04-08,India,Low
CUST-68909,59,Low,331,2023-09-06,Singapore,High
CUST-10592,28,Low,438,2021-08-14,India,High
CUST-79466,55,Low,550,2017-06-25,USA,Medium
CUST-55483,18,Medium,576,2021-05-22,USA,Medium
CUST-87076,23,Low,466,2017-06-19,India,High
CUST-93238,47,Low,430,2021-11-04,India,High
CUST-82579,24,High,760,2019-05-09,UK,Low
CUST-51593,39,High,760,2023-02-15,India,Low
CUST-54534,20,Low,451,2016-04-07,India,High
CUST-74176,61,High,890,2017-08-27,India,Low
CUST-15572,37,Medium,662,2016-04-09,India,Medium
CUST-42293,67,Low,559,2021-02-04,India,Medium
CUST-42772,53,Medium,606,2017-10-06,USA,Medium
CUST-33702,60,Low,439,2020-11-08,UK,High
CUST-54687,19,Low,511,2016-02-29,UK,High
CUST-18501,30,Medium,731,2022-09-24,USA,Low
CUST-60515,31,High,862,2022-10-20,India,Low
CUST-72194,54,Low,567,2021-04-26,India,Medium
CUST-37551,28,Medium,720,2020-09-05,India,Low
