transaction_amount,hours_since_last_txn,fraud_probability,risk_score,risk_category,actual_fraud
1435.53,18.91,0.0,0.0,Low Risk,0
1755.14,4.88,0.0,0.0,Low Risk,0
3441.98,9.55,0.0,0.0,Low Risk,0
3567.23,8.81,0.0,0.0,Low Risk,0
1056.5,10.65,0.0,0.0,Low Risk,0
3783.93,2.35,0.0,0.0,Low Risk,0
1215.22,4.97,0.0,0.0,Low Risk,0
3949.97,3.76,0.0,0.0,Low Risk,0
1095.67,5.51,0.0,0.0,Low Risk,0
2773.28,3.13,0.0,0.0,Low Risk,0
1981.47,8.61,0.0,0.0,Low Risk,0
3307.47,5.95,0.0,0.0,Low Risk,0
1645.86,24.21,0.0,0.0,Low Risk,0
3351.65,1.05,0.002702702702702703,0.27,Low Risk,0
50.0,1.36,0.002980132450331126,0.3,Low Risk,0
9457.72,0.68,1.0,100.0,High Risk,1
4454.34,19.83,0.0,0.0,Low Risk,0
2219.97,9.0,0.0,0.0,Low Risk,0
2329.4,21.18,0.0,0.0,Low Risk,0
3780.75,28.02,0.0,0.0,Low Risk,0
1463.99,37.02,0.0,0.0,Low Risk,0
19427.38,0.59,1.0,100.0,High Risk,1
3647.8,16.71,0.0,0.0,Low Risk,0
3843.66,15.09,0.0,0.0,Low Risk,0
1197.69,1.86,0.0,0.0,Low Risk,0
2956.25,7.13,0.0,0.0,Low Risk,0
2177.33,13.67,0.0,0.0,Low Risk,0
5513.42,3.12,0.0,0.0,Low Risk,0
163.7,29.67,0.0,0.0,Low Risk,0
1954.15,17.34,0.0,0.0,Low Risk,0
1467.61,0.13,0.011961812076247769,1.2,Low Risk,0
1996.35,3.11,0.0,0.0,Low Risk,0
3300.98,8.06,0.0,0.0,Low Risk,0
1546.86,6.76,0.0,0.0,Low Risk,0
1485.48,4.15,0.0,0.0,Low Risk,0
1786.37,13.95,0.0,0.0,Low Risk,0
11187.92,0.23,1.0,100.0,High Risk,1
1786.9,22.43,0.0,0.0,Low Risk,0
2717.34,1.34,0.0,0.0,Low Risk,0
3175.93,7.61,0.0,0.0,Low Risk,0
1585.63,3.56,0.0,0.0,Low Risk,0
2678.44,20.42,0.0,0.0,Low Risk,0
1822.81,21.23,0.0,0.0,Low Risk,0
612.58,26.96,0.0,0.0,Low Risk,0
3915.0,5.74,0.0,0.0,Low Risk,0
1563.21,7.43,0.0,0.0,Low Risk,0
2035.16,36.54,0.0,0.0,Low Risk,0
1299.77,36.87,0.0,0.0,Low Risk,0
50.0,3.85,0.0,0.0,Low Risk,0
3708.39,12.92,0.0,0.0,Low Risk,0
2166.71,5.54,0.0,0.0,Low Risk,0
3105.7,4.58,0.0,0.0,Low Risk,0
2588.8,7.7,0.0,0.0,Low Risk,0
2759.29,2.73,0.0,0.0,Low Risk,0
1799.81,15.26,0.0,0.0,Low Risk,0
940.46,18.33,0.0,0.0,Low Risk,0
2550.69,5.43,0.0,0.0,Low Risk,0
3059.7,7.99,0.0,0.0,Low Risk,0
1879.56,2.22,0.0,0.0,Low Risk,0
5286.08,1.44,0.0,0.0,Low Risk,0
40492.85,0.65,1.0,100.0,High Risk,1
2369.13,4.0,0.0,0.0,Low Risk,0
4696.83,3.26,0.0,0.0,Low Risk,0
2686.45,4.27,0.0,0.0,Low Risk,0
3606.91,3.94,0.0,0.0,Low Risk,0
2457.45,0.87,0.0,0.0,Low Risk,0
1928.72,2.91,0.0,0.0,Low Risk,0
3964.87,2.47,0.0,0.0,Low Risk,0
1940.87,2.85,0.0,0.0,Low Risk,0
3753.58,3.92,0.0,0.0,Low Risk,0
1250.59,3.52,0.0,0.0,Low Risk,0
1465.28,24.33,0.0,0.0,Low Risk,0
1519.39,1.66,0.0,0.0,Low Risk,0
2325.23,9.23,0.0,0.0,Low Risk,0
2910.57,43.43,0.0,0.0,Low Risk,0
1506.76,1.08,0.0023465703971119133,0.23,Low Risk,0
1175.65,1.14,0.0,0.0,Low Risk,0
1863.62,4.41,0.0,0.0,Low Risk,0
4338.8,0.58,0.0,0.0,Low Risk,0
3257.09,2.03,0.0,0.0,Low Risk,0
3879.46,3.37,0.0,0.0,Low Risk,0
3083.07,2.8,0.0,0.0,Low Risk,0
2379.6,13.07,0.0,0.0,Low Risk,0
4166.18,2.96,0.0,0.0,Low Risk,0
4238.27,25.53,0.0,0.0,Low Risk,0
2162.88,6.52,0.0,0.0,Low Risk,0
1235.18,15.08,0.0,0.0,Low Risk,0
2232.73,22.33,0.0,0.0,Low Risk,0
2046.47,2.55,0.0,0.0,Low Risk,0
2358.82,11.97,0.0,0.0,Low Risk,0
2143.24,9.05,0.0,0.0,Low Risk,0
4929.76,12.16,0.0,0.0,Low Risk,0
718.63,4.32,0.0,0.0,Low Risk,0
1905.86,0.54,0.0,0.0,Low Risk,0
3504.65,21.37,0.0,0.0,Low Risk,0
563.78,25.73,0.0,0.0,Low Risk,0
3674.52,22.32,0.0,0.0,Low Risk,0
2238.15,17.79,0.0,0.0,Low Risk,0
1735.58,10.34,0.0,0.0,Low Risk,0
1130.1,11.63,0.0,0.0,Low Risk,0
2404.2,2.11,0.0,0.0,Low Risk,0
1773.19,0.81,0.0,0.0,Low Risk,0
2389.92,7.54,0.0,0.0,Low Risk,0
2434.43,18.08,0.0,0.0,Low Risk,0
2064.08,7.88,0.0,0.0,Low Risk,0
2698.56,6.12,0.0,0.0,Low Risk,0
798.34,9.85,0.0,0.0,Low Risk,0
2490.87,4.07,0.0,0.0,Low Risk,0
3298.38,0.21,0.0,0.0,Low Risk,0
2954.52,41.79,0.0,0.0,Low Risk,0
2794.48,2.39,0.0,0.0,Low Risk,0
3411.35,10.01,0.0,0.0,Low Risk,0
1657.77,4.23,0.0,0.0,Low Risk,0
4468.72,8.44,0.0,0.0,Low Risk,0
1590.0,30.73,0.0,0.0,Low Risk,0
3171.47,1.4,0.0,0.0,Low Risk,0
3387.03,4.57,0.0,0.0,Low Risk,0
1887.12,27.16,0.0,0.0,Low Risk,0
2547.11,8.6,0.0,0.0,Low Risk,0
2763.54,21.32,0.0,0.0,Low Risk,0
3580.13,24.17,0.0,0.0,Low Risk,0
1740.21,7.08,0.0,0.0,Low Risk,0
1164.36,19.66,0.0,0.0,Low Risk,0
378.33,13.63,0.0,0.0,Low Risk,0
82.7,4.05,0.0,0.0,Low Risk,0
3280.96,6.45,0.0,0.0,Low Risk,0
5029.57,10.53,0.0,0.0,Low Risk,0
3154.69,2.84,0.0,0.0,Low Risk,0
2359.43,6.2,0.0,0.0,Low Risk,0
4181.72,5.33,0.0,0.0,Low Risk,0
3587.54,7.14,0.0,0.0,Low Risk,0
1392.9,0.88,0.0,0.0,Low Risk,0
2563.01,25.14,0.0,0.0,Low Risk,0
3082.91,4.94,0.0,0.0,Low Risk,0
2505.3,23.48,0.0,0.0,Low Risk,0
3053.14,6.82,0.0,0.0,Low Risk,0
1335.39,5.15,0.0,0.0,Low Risk,0
1593.46,3.65,0.0,0.0,Low Risk,0
3184.91,19.02,0.0,0.0,Low Risk,0
2616.78,16.63,0.0,0.0,Low Risk,0
1602.23,16.46,0.0,0.0,Low Risk,0
1837.21,6.17,0.0,0.0,Low Risk,0
3688.22,11.33,0.0,0.0,Low Risk,0
2151.54,3.5,0.0,0.0,Low Risk,0
3394.91,14.94,0.0,0.0,Low Risk,0
3490.27,15.69,0.0,0.0,Low Risk,0
2730.66,18.36,0.0,0.0,Low Risk,0
4146.78,19.31,0.0,0.0,Low Risk,0
1146.29,1.3,0.0,0.0,Low Risk,0
3304.28,38.87,0.0,0.0,Low Risk,0
3440.9,23.19,0.0,0.0,Low Risk,0
2145.89,12.05,0.0,0.0,Low Risk,0
2201.71,34.59,0.0,0.0,Low Risk,0
2470.12,19.67,0.0,0.0,Low Risk,0
2008.61,1.56,0.0,0.0,Low Risk,0
3414.13,4.09,0.0,0.0,Low Risk,0
4064.35,1.05,0.002702702702702703,0.27,Low Risk,0
2470.77,8.1,0.0,0.0,Low Risk,0
1198.96,1.72,0.0,0.0,Low Risk,0
4285.3,4.45,0.0,0.0,Low Risk,0
2859.73,8.21,0.0,0.0,Low Risk,0
2856.91,2.8,0.0,0.0,Low Risk,0
1599.51,2.63,0.0,0.0,Low Risk,0
1861.83,6.22,0.0,0.0,Low Risk,0
3061.49,11.82,0.0,0.0,Low Risk,0
4907.99,39.57,0.0,0.0,Low Risk,0
1553.51,8.68,0.0,0.0,Low Risk,0
3287.34,0.82,0.00202020202020202,0.2,Low Risk,0
2353.35,11.15,0.0,0.0,Low Risk,0
411.73,24.5,0.0,0.0,Low Risk,0
2730.23,14.12,0.0,0.0,Low Risk,0
4293.77,0.06,0.0,0.0,Low Risk,0
1123.12,6.43,0.0,0.0,Low Risk,0
2974.47,5.81,0.0,0.0,Low Risk,0
3100.67,7.16,0.0,0.0,Low Risk,0
1537.74,5.57,0.0,0.0,Low Risk,0
4214.22,7.08,0.0,0.0,Low Risk,0
1318.13,14.15,0.0,0.0,Low Risk,0
2362.46,4.71,0.0,0.0,Low Risk,0
2215.53,6.1,0.0,0.0,Low Risk,0
1666.46,2.16,0.0,0.0,Low Risk,0
1138.35,2.29,0.0,0.0,Low Risk,0
50.0,11.77,0.0,0.0,Low Risk,0
2296.81,13.79,0.0,0.0,Low Risk,0
3796.63,2.62,0.0,0.0,Low Risk,0
2067.56,3.55,0.0,0.0,Low Risk,0
3343.32,1.02,0.0,0.0,Low Risk,0
1671.12,1.75,0.0,0.0,Low Risk,0
1893.41,14.34,0.0,0.0,Low Risk,0
2776.12,3.12,0.0,0.0,Low Risk,0
841.16,6.04,0.0,0.0,Low Risk,0
1830.04,8.95,0.0,0.0,Low Risk,0
1846.53,10.36,0.0,0.0,Low Risk,0
1510.14,0.7,0.0,0.0,Low Risk,0
1924.27,1.77,0.0,0.0,Low Risk,0
2683.66,24.37,0.0,0.0,Low Risk,0
2468.65,11.26,0.0,0.0,Low Risk,0
2750.2,21.36,0.0,0.0,Low Risk,0
3350.15,12.79,0.0,0.0,Low Risk,0
2390.96,18.68,0.0,0.0,Low Risk,0
1004.1,0.74,0.0025,0.25,Low Risk,0
1901.19,28.54,0.0,0.0,Low Risk,0
5221.71,3.72,0.0,0.0,Low Risk,0
831.62,10.67,0.0,0.0,Low Risk,0
823.0,10.35,0.0,0.0,Low Risk,0
2738.84,25.88,0.0,0.0,Low Risk,0
2141.16,15.51,0.0,0.0,Low Risk,0
2226.27,10.54,0.0,0.0,Low Risk,0
3203.77,4.5,0.0,0.0,Low Risk,0
2126.48,10.4,0.0,0.0,Low Risk,0
1374.04,6.49,0.0,0.0,Low Risk,0
50.0,6.58,0.0,0.0,Low Risk,0
1918.73,0.62,0.0,0.0,Low Risk,0
3335.99,5.98,0.0,0.0,Low Risk,0
3111.57,13.14,0.0,0.0,Low Risk,0
4221.17,3.54,0.0,0.0,Low Risk,0
3439.85,1.34,0.0,0.0,Low Risk,0
2195.91,0.6,0.0,0.0,Low Risk,0
2495.82,19.35,0.0,0.0,Low Risk,0
4305.86,13.56,0.0,0.0,Low Risk,0
3823.66,6.22,0.0,0.0,Low Risk,0
2545.68,4.37,0.0,0.0,Low Risk,0
1920.62,8.08,0.0,0.0,Low Risk,0
2920.05,4.03,0.0,0.0,Low Risk,0
2851.05,1.54,0.0,0.0,Low Risk,0
1379.68,1.08,0.0023465703971119133,0.23,Low Risk,0
1852.31,6.5,0.0,0.0,Low Risk,0
2580.76,18.23,0.0,0.0,Low Risk,0
1666.45,9.03,0.0,0.0,Low Risk,0
3657.49,32.02,0.0,0.0,Low Risk,0
4099.67,2.02,0.0,0.0,Low Risk,0
839.02,8.95,0.0,0.0,Low Risk,0
3601.88,6.85,0.0,0.0,Low Risk,0
3169.48,3.92,0.0,0.0,Low Risk,0
2094.79,7.55,0.0,0.0,Low Risk,0
3238.93,7.82,0.0,0.0,Low Risk,0
1702.88,3.7,0.0,0.0,Low Risk,0
2412.2,3.33,0.0,0.0,Low Risk,0
2365.77,34.04,0.0,0.0,Low Risk,0
1694.19,1.85,0.0,0.0,Low Risk,0
2211.31,5.61,0.0,0.0,Low Risk,0
288.32,3.2,0.0,0.0,Low Risk,0
2892.18,1.56,0.0,0.0,Low Risk,0
1875.31,0.95,0.0,0.0,Low Risk,0
898.47,5.88,0.0,0.0,Low Risk,0
24758.75,0.71,1.0,100.0,High Risk,1
3436.03,4.59,0.0,0.0,Low Risk,0
1278.01,5.73,0.0,0.0,Low Risk,0
462.27,12.65,0.0,0.0,Low Risk,0
1729.9,2.06,0.0,0.0,Low Risk,0
853.21,15.22,0.0,0.0,Low Risk,0
1296.93,6.28,0.0,0.0,Low Risk,0
4593.0,18.88,0.0,0.0,Low Risk,0
50.0,14.47,0.0,0.0,Low Risk,0
1574.59,8.72,0.0,0.0,Low Risk,0
555.49,13.8,0.0,0.0,Low Risk,0
2552.64,12.31,0.0,0.0,Low Risk,0
735.29,10.45,0.0,0.0,Low Risk,0
3057.12,3.96,0.0,0.0,Low Risk,0
2564.76,12.27,0.0,0.0,Low Risk,0
2769.47,5.46,0.0,0.0,Low Risk,0
2217.22,17.44,0.0,0.0,Low Risk,0
3669.69,17.39,0.0,0.0,Low Risk,0
2682.86,0.07,0.0,0.0,Low Risk,0
1330.94,16.24,0.0,0.0,Low Risk,0
3014.91,27.64,0.0,0.0,Low Risk,0
2268.37,5.83,0.0,0.0,Low Risk,0
1863.47,4.76,0.0,0.0,Low Risk,0
3594.5,14.11,0.0,0.0,Low Risk,0
2092.89,7.8,0.0,0.0,Low Risk,0
1042.92,28.49,0.0,0.0,Low Risk,0
3649.98,3.71,0.0,0.0,Low Risk,0
1792.23,0.51,0.0,0.0,Low Risk,0
971.55,11.24,0.0,0.0,Low Risk,0
1959.03,3.45,0.0,0.0,Low Risk,0
2128.57,3.44,0.0,0.0,Low Risk,0
2772.47,1.31,0.0,0.0,Low Risk,0
2182.96,16.8,0.0,0.0,Low Risk,0
680.67,4.05,0.0,0.0,Low Risk,0
1634.55,2.79,0.0,0.0,Low Risk,0
3396.3,15.44,0.0,0.0,Low Risk,0
3773.63,15.14,0.0,0.0,Low Risk,0
1767.49,8.41,0.0,0.0,Low Risk,0
653.05,3.15,0.0,0.0,Low Risk,0
2621.31,10.88,0.0,0.0,Low Risk,0
2313.02,10.74,0.0,0.0,Low Risk,0
3440.83,3.15,0.0,0.0,Low Risk,0
3635.01,9.85,0.0,0.0,Low Risk,0
3595.04,10.45,0.0,0.0,Low Risk,0
4300.84,9.82,0.0,0.0,Low Risk,0
4551.72,7.44,0.0,0.0,Low Risk,0
3159.39,9.56,0.0,0.0,Low Risk,0
2367.48,13.55,0.0,0.0,Low Risk,0
4344.93,1.03,0.0,0.0,Low Risk,0
2537.31,11.31,0.0,0.0,Low Risk,0
2259.81,34.46,0.0,0.0,Low Risk,0
3641.82,3.06,0.0,0.0,Low Risk,0
1502.48,54.35,0.0,0.0,Low Risk,0
4153.94,22.6,0.0,0.0,Low Risk,0
1363.64,13.82,0.0,0.0,Low Risk,0
2994.39,6.94,0.0,0.0,Low Risk,0
1994.35,15.66,0.0,0.0,Low Risk,0
2340.03,17.02,0.0,0.0,Low Risk,0
5605.16,23.22,0.0,0.0,Low Risk,0
1355.71,2.81,0.0,0.0,Low Risk,0
379.43,1.58,0.0,0.0,Low Risk,0
3262.92,1.41,0.0,0.0,Low Risk,0
1796.3,11.27,0.0,0.0,Low Risk,0
1258.71,6.6,0.0,0.0,Low Risk,0
4068.36,2.89,0.0,0.0,Low Risk,0
891.17,6.87,0.0,0.0,Low Risk,0
23128.7,1.11,0.9994688819374369,99.95,High Risk,1
3439.54,1.54,0.0,0.0,Low Risk,0
2166.77,1.07,0.0016129032258064516,0.16,Low Risk,0
3035.43,2.78,0.0,0.0,Low Risk,0
2233.26,10.45,0.0,0.0,Low Risk,0
965.06,23.21,0.0,0.0,Low Risk,0
2516.33,14.36,0.0,0.0,Low Risk,0
2238.09,21.76,0.0,0.0,Low Risk,0
1558.51,1.95,0.0,0.0,Low Risk,0
2634.56,6.39,0.0,0.0,Low Risk,0
3025.67,12.54,0.0,0.0,Low Risk,0
3644.72,1.86,0.0,0.0,Low Risk,0
3258.41,43.72,0.0,0.0,Low Risk,0
23736.26,0.45,0.9993939393939394,99.94,High Risk,1
1517.84,4.3,0.0,0.0,Low Risk,0
1949.79,8.7,0.0,0.0,Low Risk,0
2968.29,2.54,0.0,0.0,Low Risk,0
5579.22,12.47,0.0,0.0,Low Risk,0
4064.12,0.97,0.0,0.0,Low Risk,0
50.0,2.58,0.0,0.0,Low Risk,0
4790.45,14.67,0.0,0.0,Low Risk,0
3988.55,0.17,0.0,0.0,Low Risk,0
2871.83,12.63,0.0,0.0,Low Risk,0
1458.11,4.06,0.0,0.0,Low Risk,0
552.79,15.53,0.0,0.0,Low Risk,0
3127.58,2.39,0.0,0.0,Low Risk,0
2824.61,10.36,0.0,0.0,Low Risk,0
2831.63,3.6,0.0,0.0,Low Risk,0
4567.37,4.7,0.0,0.0,Low Risk,0
3844.03,0.71,0.0,0.0,Low Risk,0
50.0,24.99,0.0,0.0,Low Risk,0
3096.89,12.65,0.0,0.0,Low Risk,0
2845.81,18.65,0.0,0.0,Low Risk,0
43904.5,0.16,0.9996935286935286,99.97,High Risk,1
2832.48,11.97,0.0,0.0,Low Risk,0
50.0,3.5,0.0,0.0,Low Risk,0
577.3,0.55,0.0,0.0,Low Risk,0
2007.06,8.43,0.0,0.0,Low Risk,0
1281.09,19.31,0.0,0.0,Low Risk,0
1868.35,14.54,0.0,0.0,Low Risk,0
2831.92,7.31,0.0,0.0,Low Risk,0
1252.56,3.94,0.0,0.0,Low Risk,0
1785.16,8.62,0.0,0.0,Low Risk,0
493.27,11.06,0.0,0.0,Low Risk,0
2222.68,2.09,0.0,0.0,Low Risk,0
2708.44,0.63,0.0,0.0,Low Risk,0
1707.84,1.95,0.0,0.0,Low Risk,0
2719.48,5.53,0.0,0.0,Low Risk,0
2884.22,1.42,0.0,0.0,Low Risk,0
2103.73,3.34,0.0,0.0,Low Risk,0
1916.37,15.59,0.0,0.0,Low Risk,0
3514.02,13.14,0.0,0.0,Low Risk,0
3766.64,30.47,0.0,0.0,Low Risk,0
1806.9,29.88,0.0,0.0,Low Risk,0
739.76,34.94,0.0,0.0,Low Risk,0
1083.48,11.74,0.0,0.0,Low Risk,0
4214.05,14.21,0.0,0.0,Low Risk,0
2779.87,12.89,0.0,0.0,Low Risk,0
1847.25,11.77,0.0,0.0,Low Risk,0
3105.23,0.46,0.002192982456140351,0.22,Low Risk,0
3716.22,19.99,0.0,0.0,Low Risk,0
3187.52,2.22,0.0,0.0,Low Risk,0
1571.4,17.56,0.0,0.0,Low Risk,0
2847.06,15.76,0.0,0.0,Low Risk,0
2943.61,2.97,0.0,0.0,Low Risk,0
4744.29,5.34,0.0,0.0,Low Risk,0
3046.04,1.76,0.0,0.0,Low Risk,0
1368.75,12.25,0.0,0.0,Low Risk,0
756.85,28.8,0.0,0.0,Low Risk,0
1943.71,6.98,0.0,0.0,Low Risk,0
3644.95,1.27,0.0,0.0,Low Risk,0
2953.2,0.0,0.0,0.0,Low Risk,0
1998.07,32.98,0.0,0.0,Low Risk,0
3088.0,0.04,0.0,0.0,Low Risk,0
2597.04,23.48,0.0,0.0,Low Risk,0
2763.35,32.44,0.0,0.0,Low Risk,0
656.91,5.33,0.0,0.0,Low Risk,0
1462.31,4.12,0.0,0.0,Low Risk,0
3108.63,8.08,0.0,0.0,Low Risk,0
1910.7,1.8,0.0,0.0,Low Risk,0
4482.71,2.83,0.0,0.0,Low Risk,0
5148.53,7.79,0.0,0.0,Low Risk,0
2105.48,35.75,0.0,0.0,Low Risk,0
3474.35,10.98,0.0,0.0,Low Risk,0
1393.88,3.69,0.0,0.0,Low Risk,0
2442.36,0.86,0.0,0.0,Low Risk,0
3074.77,6.19,0.0,0.0,Low Risk,0
2566.74,0.16,0.0,0.0,Low Risk,0
2660.11,14.55,0.0,0.0,Low Risk,0
436.15,13.02,0.0,0.0,Low Risk,0
4492.65,78.48,0.0,0.0,Low Risk,0
1910.04,8.8,0.0,0.0,Low Risk,0
3401.12,30.32,0.0,0.0,Low Risk,0
2994.15,4.57,0.0,0.0,Low Risk,0
1949.68,1.99,0.0,0.0,Low Risk,0
940.82,4.88,0.0,0.0,Low Risk,0
2227.99,12.59,0.0,0.0,Low Risk,0
1470.39,12.54,0.0,0.0,Low Risk,0
4636.08,12.82,0.0,0.0,Low Risk,0
2186.23,33.82,0.0,0.0,Low Risk,0
2097.58,10.69,0.0,0.0,Low Risk,0
2314.98,2.71,0.0,0.0,Low Risk,0
2514.47,0.76,0.0,0.0,Low Risk,0
407.73,18.27,0.0,0.0,Low Risk,0
3549.48,22.37,0.0,0.0,Low Risk,0
2276.33,4.71,0.0,0.0,Low Risk,0
2644.43,8.73,0.0,0.0,Low Risk,0
4489.01,7.85,0.0,0.0,Low Risk,0
3333.52,10.39,0.0,0.0,Low Risk,0
1050.49,16.38,0.0,0.0,Low Risk,0
1503.02,7.93,0.0,0.0,Low Risk,0
2762.52,5.99,0.0,0.0,Low Risk,0
1991.31,48.6,0.0,0.0,Low Risk,0
3617.65,10.9,0.0,0.0,Low Risk,0
3969.57,8.3,0.0,0.0,Low Risk,0
3951.41,11.52,0.0,0.0,Low Risk,0
2461.95,2.92,0.0,0.0,Low Risk,0
3088.77,14.57,0.0,0.0,Low Risk,0
538.96,0.76,0.0,0.0,Low Risk,0
3230.62,2.2,0.0,0.0,Low Risk,0
1632.86,6.21,0.0,0.0,Low Risk,0
435.96,10.44,0.0,0.0,Low Risk,0
4294.52,6.81,0.0,0.0,Low Risk,0
3274.22,1.71,0.0,0.0,Low Risk,0
4322.58,2.04,0.0,0.0,Low Risk,0
2726.7,24.97,0.0,0.0,Low Risk,0
1457.4,7.58,0.0,0.0,Low Risk,0
2649.41,4.06,0.0,0.0,Low Risk,0
2389.41,3.89,0.0,0.0,Low Risk,0
2909.72,17.61,0.0,0.0,Low Risk,0
2077.11,14.44,0.0,0.0,Low Risk,0
3020.29,47.81,0.0,0.0,Low Risk,0
3407.01,54.02,0.0,0.0,Low Risk,0
2459.82,5.35,0.0,0.0,Low Risk,0
1089.26,7.71,0.0,0.0,Low Risk,0
1985.14,21.73,0.0,0.0,Low Risk,0
2420.29,19.49,0.0,0.0,Low Risk,0
4139.0,14.29,0.0,0.0,Low Risk,0
2638.78,2.22,0.0,0.0,Low Risk,0
1810.49,1.9,0.0,0.0,Low Risk,0
1569.35,2.33,0.0,0.0,Low Risk,0
3088.13,2.32,0.0,0.0,Low Risk,0
2679.04,0.7,0.0,0.0,Low Risk,0
711.82,5.53,0.0,0.0,Low Risk,0
3585.0,4.6,0.0,0.0,Low Risk,0
4207.95,11.81,0.0,0.0,Low Risk,0
4012.68,38.81,0.0,0.0,Low Risk,0
1244.26,7.21,0.0,0.0,Low Risk,0
699.11,0.65,0.0,0.0,Low Risk,0
2869.64,25.16,0.0,0.0,Low Risk,0
3134.91,3.64,0.0,0.0,Low Risk,0
3665.67,12.74,0.0,0.0,Low Risk,0
1719.55,2.58,0.0,0.0,Low Risk,0
1355.01,19.03,0.0,0.0,Low Risk,0
2715.89,3.56,0.0,0.0,Low Risk,0
1444.57,2.56,0.0,0.0,Low Risk,0
3660.38,0.48,0.0,0.0,Low Risk,0
3253.23,19.43,0.0,0.0,Low Risk,0
1828.08,14.87,0.0,0.0,Low Risk,0
2730.9,0.32,0.0,0.0,Low Risk,0
2530.96,4.03,0.0,0.0,Low Risk,0
2513.41,8.39,0.0,0.0,Low Risk,0
2828.97,10.16,0.0,0.0,Low Risk,0
4674.43,0.02,0.0012195121951219512,0.12,Low Risk,0
2345.14,14.76,0.0,0.0,Low Risk,0
4710.5,2.55,0.0,0.0,Low Risk,0
1704.87,4.36,0.0,0.0,Low Risk,0
1521.42,3.04,0.0,0.0,Low Risk,0
1344.65,5.14,0.0,0.0,Low Risk,0
3636.57,7.63,0.0,0.0,Low Risk,0
1714.05,20.61,0.0,0.0,Low Risk,0
1432.66,2.93,0.0,0.0,Low Risk,0
813.11,7.32,0.0,0.0,Low Risk,0
3581.4,5.02,0.0,0.0,Low Risk,0
1393.1,12.65,0.0,0.0,Low Risk,0
2689.49,7.77,0.0,0.0,Low Risk,0
4733.71,8.98,0.0,0.0,Low Risk,0
2601.98,13.72,0.0,0.0,Low Risk,0
872.77,12.03,0.0,0.0,Low Risk,0
3455.38,1.07,0.0016129032258064516,0.16,Low Risk,0
2870.43,4.53,0.0,0.0,Low Risk,0
3336.61,31.68,0.0,0.0,Low Risk,0
2041.13,34.59,0.0,0.0,Low Risk,0
2719.94,0.27,0.0,0.0,Low Risk,0
50.0,7.37,0.0,0.0,Low Risk,0
1273.89,12.72,0.0,0.0,Low Risk,0
1762.48,0.71,0.0,0.0,Low Risk,0
3532.66,31.15,0.0,0.0,Low Risk,0
2900.09,4.57,0.0,0.0,Low Risk,0
3328.32,25.4,0.0,0.0,Low Risk,0
868.99,2.76,0.0,0.0,Low Risk,0
46527.33,0.53,1.0,100.0,High Risk,1
1700.91,5.98,0.0,0.0,Low Risk,0
1999.61,32.67,0.0,0.0,Low Risk,0
1470.47,3.63,0.0,0.0,Low Risk,0
1958.73,5.31,0.0,0.0,Low Risk,0
3503.09,8.57,0.0,0.0,Low Risk,0
3104.8,8.52,0.0,0.0,Low Risk,0
4157.75,4.55,0.0,0.0,Low Risk,0
2782.34,7.01,0.0,0.0,Low Risk,0
1872.05,1.55,0.0,0.0,Low Risk,0
867.88,6.55,0.0,0.0,Low Risk,0
2452.4,19.12,0.0,0.0,Low Risk,0
5025.6,4.97,0.0,0.0,Low Risk,0
2463.23,0.28,0.0,0.0,Low Risk,0
2184.98,9.45,0.0,0.0,Low Risk,0
1558.37,1.24,0.0,0.0,Low Risk,0
3213.27,21.16,0.0,0.0,Low Risk,0
2971.17,5.82,0.0,0.0,Low Risk,0
4713.04,3.28,0.0,0.0,Low Risk,0
3285.02,8.22,0.0,0.0,Low Risk,0
4525.11,9.33,0.0,0.0,Low Risk,0
2782.54,27.6,0.0,0.0,Low Risk,0
1184.11,2.91,0.0,0.0,Low Risk,0
2260.15,7.06,0.0,0.0,Low Risk,0
3099.99,3.49,0.0,0.0,Low Risk,0
1590.65,2.13,0.0,0.0,Low Risk,0
1355.21,34.34,0.0,0.0,Low Risk,0
1282.42,4.35,0.0,0.0,Low Risk,0
1829.66,13.08,0.0,0.0,Low Risk,0
2164.94,11.15,0.0,0.0,Low Risk,0
4168.38,6.34,0.0,0.0,Low Risk,0
1900.95,7.19,0.0,0.0,Low Risk,0
3815.98,7.4,0.0,0.0,Low Risk,0
4496.04,4.4,0.0,0.0,Low Risk,0
3085.01,14.79,0.0,0.0,Low Risk,0
2319.24,7.29,0.0,0.0,Low Risk,0
4072.83,1.07,0.004838709677419355,0.48,Low Risk,0
1873.1,4.64,0.0,0.0,Low Risk,0
2210.41,3.1,0.0,0.0,Low Risk,0
2730.36,19.51,0.0,0.0,Low Risk,0
2137.38,32.19,0.0,0.0,Low Risk,0
2763.59,34.49,0.0,0.0,Low Risk,0
3666.14,5.39,0.0,0.0,Low Risk,0
4760.66,5.51,0.0,0.0,Low Risk,0
1992.77,10.66,0.0,0.0,Low Risk,0
1523.2,23.32,0.0,0.0,Low Risk,0
753.88,4.78,0.0,0.0,Low Risk,0
3873.84,17.18,0.0,0.0,Low Risk,0
1454.87,0.34,0.0,0.0,Low Risk,0
4115.83,19.79,0.0,0.0,Low Risk,0
3918.65,10.13,0.0,0.0,Low Risk,0
5147.84,8.51,0.0,0.0,Low Risk,0
38551.38,0.41,0.9994444444444446,99.94,High Risk,1
25103.36,0.19,0.9999147081628833,99.99,High Risk,1
4090.51,6.5,0.0,0.0,Low Risk,0
